Author,Reference,Number of Subjects, Cohort,Mean Body mass index (kg/m2),Deviation standard of BMI,Number of Female Subjects,Mean Age,Deviation standard of Age,Medical treatament protocol,Statiscal Analysis,Plasmatic enteropeptide reagents,Caloric protocol Do not use as a caloric test,Cohorts,Caloric test,Kcal of the Caloric test,TOTAL GHRELIN,Time,Pmol/L,,ACYLATED GHRELIN,Time,Pmol/L,,TOTAL GIP,Time,Pmol/L,,ACTIVE GIP,Time,Pmol/L,,TOTAL GLP-1,Time,Pmol/L,,ACTIVE GLP-1,Time,Pmol/L,,TOTAL PYY,Time,Pmol/L,,,PYY3-36,Time,Pmol/L,,,Insulin,Time,Pmol/L,,Glucagon,Time,Pmol/L,,Glucose,Time,mmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valderas 2010,Valderas JP. Irribarra V. Boza C. de la Cruz R. Liberona Y. Acosta AM. Yolito M. Maiz A. Medical and surgical treatments for obesity have opposite effects on peptide YY and appetite: a prospective study controlled for weight loss. J Clin Endocrinol Metab. 2010 Mar;95(3):1069-75. doi: 10.1210/jc.2009-0983. Epub 2010 Jan 22. PMID: 20097707.,8,Obesity after Weight loss by sleeve gastrectomy Cohort,30.1,,,,,,Values for the area under the curve (AUC) for PYY. hunger. and satiety after a standard mixed-liquid meal were calculated using the trapezoidal method and were compared using ANOVA or a paired samples t test. Blood samples were drawn before and at 30. 60. 90. 120. and 180 min after the intake of 237 ml of a standard test meal,Total plasma PYY levels were measured with a commercially available RIA kit (Linco Research. Inc.. St. Charles. MO),Liquid standard test meal   Ensure Plus 237 ml: 355 kcal. 13 g protein. 50 g carbohydrate. 11 g fat; Abbott Laboratories. Columbus. OH, After Sleeve Gastrectomy Cohort ,Liquid Mixed Meal Test,355 Kcal,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL PYY,Time,Pmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,41.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,56.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,55.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,51.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,47.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,40.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peterli 2012,"Peterli R, Steinert RE, Woelnerhanssen B, Peters T, Christoffel-Courtin C, Gass M, Kern B, von Fluee M, Beglinger C. Metabolic and hormonal changes after laparoscopic Roux-en-Y gastric bypass and sleeve gastrectomy: a randomized, prospective trial. Obes Surg. 2012 May;22(5):740-8. doi: 10.1007/s11695-012-0622-3. PMID: 22354457; PMCID: PMC3319900.",11,Obesity after Weight loss at 1 year by sleeve gastrectomy Cohort,32.0,5.0,9,35.2,10.7,"All studies were performed according to the principles of the Declaration of Helsinki. The Local Research and Ethics Committee in Basel approved the study. The included patients are a subgroup of an ongoing“Swiss Multicenter Bypass or Sleeve Study” (SM-BOSS, CT00356213), comparing LSG and LRYGB with regard to primary endpoints, effectiveness and safety, to be closed as soon as 100 patients per group have been operated. In this present special group analysis, only non-diabetic patients from our center were consecutively included for logistic reasons. Table 1 provides baseline demographics of the present study. All patients were informed of the risks and benefits of each procedure and provided written, informed consent. Computer-generated random numbers in a sealed envelope determined the type of surgery (LRYGB or LSG) In this randomized, prospective, parallel group trial, all patients underwent complete evaluation before the respective bariatric operation and during follow-up, including medications, nutritional behavior, anthropometric and clinical parameters, and blood sampling for glucose, triglycerides, cholesterol, and other laboratory tests. For meal studies, subjects were admitted to the Clinical Research Center before the operation and 1 week and 3 and 12 months after the operation. After fasting overnight (atleast 10 h), an antecubital vein catheter was inserted for phlebotomy. After taking the fasting sample, a 424-kcal (1,775 kJ) liquid test meal containing 15 g carbohydrates, 25 g proteins, and 28 g fat was served to stimulate hormone release. Blood was drawn at the following times:−15, 0 (corresponding to commencing meal intake), 15, 30, 45, 60, 120, and 180 min. Samples (10 ml/withdrawal) were collected into EDTA tubes containing aprotinin at a final concentration of 500 KIU/mL of blood and a DPP-IV inhibitor; samples were immediately processed and kept on ice to retard peptide breakdown. After centrifugation at 4°C, plasma samples were kept frozen at−20°C until analysis.",Data analysis was performed using the statistical software package. SPSS for Windows V. 15.0 (SPSS Inc.. Chicago. IL 60606-6306. USA). Values are reported as means ± SEM. Descriptive statistics were used for demographic variables. such as age. weight. height. and BMI. Hormones were analyzed by calculating time courses. the area under the plasma  concentration time profiles (AUC). and maximum plasma concentrations (Cmax). The general linear model procedure of repeated measures ANOVA using simple contrast was used to test for significant differences in  longitudinal changes from baseline. To test for significant differences between the two treatment groups. the Student’s independent t test and the Bonferroni–Holm correction to adjust for multiplicity of testing were used. All tests were two-tailed. with p<0.05 considered statistically significant. Blood was drawn at the following times:−15. 0 (corresponding to commencing meal intake). 15. 30. 45. 60.120. and 180 min. Samples (10 ml/withdrawal) were collected into EDTA tubes containing aprotinin at a final concentration of 500 KIU/mL of blood and a DPP-IV inhibitor; samples were immediately processed and kept on ice to retard peptide breakdown. After centrifugation at 4°C. plasma samples were kept frozen at−20°C until analysis.,The lowest ghrelin level detectable by the commercially available kit (Linco Research Inc. St. Charles. 63304 MO. USA) used is 93 pg/mL/100 μL sample. At 1 ng/mL. the intra- and inter-assay coefficients of variation were 10.0% and 14.7%. respectively. GLP-1 was measured with a commercially available ELISA kit (Linco Research Inc.); the assay used is highly specific for measuring active GLP-1 but does not detect other GLP-1 forms (e.g.. 1–36 amide. 1–37. 9–36 amide. or 9–37). This assay sequentially (1) captures active GLP-1 with a monoclonal antibody (binds specifically to the N-terminal region of active GLP-1 molecules); (2) removes unbound materials; binds an anti-GLP-1–alkaline phosphatase detection conjugate to immobilized GLP-1; (4) removes unbound conjugate; and quantifies bound detection conjugate by adding methyl umbelliferyl phosphate which. with alkaline phosphatase. forms fluorescent umbelliferone. Since the degree of fluorescence is directly proportional to the active GLP-1 concentration. the latter is interpolated from a curve using reference standards of known active GLP-1 concentrations. The intra and inter-assay variabilities were below 9% and 13%. respectively. The lowest level of GLP-1 currently detectable is 0.25 pmol/L (100 μL plasma sample). PYY was measured with a commercially available kit (Linco Research Inc.). The guinea pig antibody displays 100% cross-reactivity with human PYY1-36 and human PYY3-36. but not with human pancreatic polypeptide. NPY. leptin. or ghrelin). [125I]PYY. purified by HPLC (specific activity 302 μCi/μg). was used as a label. The lowest level of PYY currently detectable is 10 pg/mL (100 μL plasma sample). The intra- and inter-assay variabilities were below 9% and 9%. respectively. The lowest level of insulin currently detectable with the commercial radioimmunoassay (Cisbio International. 30200 Bagnols. France) used is 4.6 μU/mL (100 μL sample). The intra- and inter-assay coefficients of variation were 12.2% and 9.0%. respectively [15]. Blood glucose concentrations were measured using a commercial hexokinase-glucose-6-phos-phate-dihydrogenase method (Roche. 4070 Basel. Switzerland).,After fasting overnight (at least 10 h). an antecubital vein catheter was inserted for phlebotomy. After taking the fasting sample. a 424-kcal (1.775 kJ) liquid test meal containing 15 g carbohydrates. 25 g proteins. and 28 g fat was served to stimulate hormone  release.,Sleeve Gastrectomy after 1 year Cohort,Liquid Mixed Meal Test,424 Kcal,TOTAL GHRELIN,Time,Pmol/L,,,,,,,,,,,,,,,,,,ACTIVE GLP-1,Time,Pmol/L,,,,,,,PYY 3-36,Time,Pmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0,103.80,,,,,,,,,,,,,,,,,,,0,0.69,,,,,,,,0,22.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,15,104.10,,,,,,,,,,,,,,,,,,,15,6.22,,,,,,,,15,37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,30,104.70,,,,,,,,,,,,,,,,,,,30,11.90,,,,,,,,30,52.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60,102.00,,,,,,,,,,,,,,,,,,,60,4.85,,,,,,,,60,50.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,90,99.00,,,,,,,,,,,,,,,,,,,90,2.90,,,,,,,,90,47.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,120,96.60,,,,,,,,,,,,,,,,,,,120,1.00,,,,,,,,120,43.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,150,96.60,,,,,,,,,,,,,,,,,,,150,0.80,,,,,,,,150,39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,180,96.30,,,,,,,,,,,,,,,,,,,180,0.60,,,,,,,,180,36.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",8,Obesity after Weight loss at 6 weeks by sleeve gastrectomy Cohort,39.6,1.7,8,41.4,3.4,"Patients attended for a 500-kcal test meal (43 % carbohydrate/18 % protein/39 % fat) within 2 weeks pre-surgery and at 6 and 12 weeks (6w and 12w) post-operatively. Subjects maintained similar food intake, refrained from alcohol 24 h prior to each study day, fasted from 9 p.m. and drank only water. At∼9 a.m. on study days, a peripheral cannula was inserted, and 1 h was allowed for recovery/habituation [13]. At t0 min, a baseline visual analogue scale (VAS) [13] and a blood sample were collected. Subjects consumed the test meal (250 ml Resource2.0+fibre, Nestle Nutrition, Croydon, UK) within 15 min, with blood drawn at t15, t30 and every 30 min thereafter until t180 min post-meal. Coincident with blood sampling, subjects completed appetite VAS [13]. Samples were processed by previously described stringent protocols",Results are expressed as mean ± standard error of the mean. Normal distribution was assessed by D’Agostino-Pearson omnibus normality test. Integrated area-under-the-curve (AUC) t0–t180 for appetite and hormone concentrations versus time was calculated using the trapezoid rule. Non-paired student’s t test was used for between-groups comparisons. and paired student’s t test and repeated measures one-way ANOVA with Bonferroni post-hoc for within-groups’ analysis. p< 0.05 was considered significant.,To limit inter-assays’ variability. samples were processed simultaneously. Plasma insulin. PYY3-36 and acyl-ghrelin were assayed by radioimmunoassay (assays’ characteristics. respectively: sensitivity 2 μU/mL. 20 pg/mL. 7.8 pg/ml; inter-assay variability. 3.8. 6.6. and 6.8 %; intra-assay variability. 2.6. 4.5. and 5 %). Plasma leptin and active GLP-1 were assayed by ELISA (respectively: sensitivity 0.5 ng/mL. 2 pM; inter-assay variability N/A. 7.5 %; intra-assay variability. 3.2 and 5.2 %) (radioimmunoassays and ELISAs by Millipore. Watford. UK). Plasma glucose was determined by enzymatic colorimetric assay. Infinity™ Glucose Oxidase Reagent (sensitivity 3.3 mmol/L; ThermoFisher. Loughborough. UK). Insulin resistance was calculated using the homeostasis model assessment for insulin resistance. HOMA-IR,Patients attended for a 500-kcal test meal (43 % carbohydrate/18 % protein/39 % fat) within 2 weeks pre-surgery and at 6 and 12 weeks (6w and 12w) post-operatively. Subjects maintained similar food intake. refrained from alcohol 24 h prior to each study day. fasted from 9 p.m. and drank only water. At∼9 a.m. on study days. a peripheral cannula was inserted. and 1 h was allowed for recovery/habituation [13]. At t0 min. a baseline visual analogue scale (VAS) [13] and a blood sample were collected. Subjects consumed the test meal (250 ml Resource2.0+fibre. Nestle Nutrition. Croydon. UK) within 15 min. with blood drawn at t15. t30 and every 30 min thereafter until t180 min post-meal. Coincident with blood sampling. subjects completed appetite VAS [13]. Samples were processed by previously described stringent protocols,Sleeve Gastrectomy after 6 weeks Cohort,Liquid Mixed Meal Test,500 Kcal,,,,,ACYLATED GHRELIN,Time,Pmol/L,,,,,,,,,,,,,,ACTIVE GLP-1,Time,Pmol/L,,,,,,,PYY 3-36,Time,Pmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0,32.70,,,,,,,,,,,,,,,0,3.92,,,,,,,,0,17.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,15,33.00,,,,,,,,,,,,,,,15,20.80,,,,,,,,15,34.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,30,28.14,,,,,,,,,,,,,,,30,29.50,,,,,,,,30,46.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,60,29.34,,,,,,,,,,,,,,,60,26.60,,,,,,,,60,49.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,90,29.16,,,,,,,,,,,,,,,90,12.40,,,,,,,,90,46.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,120,30.90,,,,,,,,,,,,,,,120,9.64,,,,,,,,120,44.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,150,32.70,,,,,,,,,,,,,,,150,6.83,,,,,,,,150,38.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,180,36.60,,,,,,,,,,,,,,,180,5.38,,,,,,,,180,38.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yousseif  2014,"Yousseif A, Emmanuel J, Karra E, Millet Q, Elkalaawy M, Jenkinson AD, Hashemi M, Adamo M, Finer N, Fiennes AG, Withers DJ, Batterham RL. Differential effects of laparoscopic sleeve gastrectomy and laparoscopic gastric bypass on appetite, circulating acyl-ghrelin, peptide YY3-36 and active GLP-1 levels in non-diabetic humans. Obes Surg. 2014 Feb;24(2):241-52. doi: 10.1007/s11695-013-1066-0. PMID: 23996294; PMCID: PMC3890046.",8,Obesity after Weight loss at 12 weeks by sleeve gastrectomy Cohort,37.4,1.7,8,41.4,3.4,"Patients attended for a 500-kcal test meal (43 % carbohydrate/18 % protein/39 % fat) within 2 weeks pre-surgery and at 6 and 12 weeks (6w and 12w) post-operatively. Subjects maintained similar food intake, refrained from alcohol 24 h prior to each study day, fasted from 9 p.m. and drank only water. At∼9 a.m. on study days, a peripheral cannula was inserted, and 1 h was allowed for recovery/habituation [13]. At t0 min, a baseline visual analogue scale (VAS) [13] and a blood sample were collected. Subjects consumed the test meal (250 ml Resource2.0+fibre, Nestle Nutrition, Croydon, UK) within 15 min, with blood drawn at t15, t30 and every 30 min thereafter until t180 min post-meal. Coincident with blood sampling, subjects completed appetite VAS [13]. Samples were processed by previously described stringent protocols",Results are expressed as mean ± standard error of the mean. Normal distribution was assessed by D’Agostino-Pearson omnibus normality test. Integrated area-under-the-curve (AUC) t0–t180 for appetite and hormone concentrations versus time was calculated using the trapezoid rule. Non-paired student’s t test was used for between-groups comparisons. and paired student’s t test and repeated measures one-way ANOVA with Bonferroni post-hoc for within-groups’ analysis. p< 0.05 was considered significant.,To limit inter-assays’ variability. samples were processed simultaneously. Plasma insulin. PYY3-36 and acyl-ghrelin were assayed by radioimmunoassay (assays’ characteristics. respectively: sensitivity 2 μU/mL. 20 pg/mL. 7.8 pg/ml; inter-assay variability. 3.8. 6.6. and 6.8 %; intra-assay variability. 2.6. 4.5. and 5 %). Plasma leptin and active GLP-1 were assayed by ELISA (respectively: sensitivity 0.5 ng/mL. 2 pM; inter-assay variability N/A. 7.5 %; intra-assay variability. 3.2 and 5.2 %) (radioimmunoassays and ELISAs by Millipore. Watford. UK). Plasma glucose was determined by enzymatic colorimetric assay. Infinity™ Glucose Oxidase Reagent (sensitivity 3.3 mmol/L; ThermoFisher. Loughborough. UK). Insulin resistance was calculated using the homeostasis model assessment for insulin resistance. HOMA-IR,Patients attended for a 500-kcal test meal (43 % carbohydrate/18 % protein/39 % fat) within 2 weeks pre-surgery and at 6 and 12 weeks (6w and 12w) post-operatively. Subjects maintained similar food intake. refrained from alcohol 24 h prior to each study day. fasted from 9 p.m. and drank only water. At∼9 a.m. on study days. a peripheral cannula was inserted. and 1 h was allowed for recovery/habituation [13]. At t0 min. a baseline visual analogue scale (VAS) [13] and a blood sample were collected. Subjects consumed the test meal (250 ml Resource2.0+fibre. Nestle Nutrition. Croydon. UK) within 15 min. with blood drawn at t15. t30 and every 30 min thereafter until t180 min post-meal. Coincident with blood sampling. subjects completed appetite VAS [13]. Samples were processed by previously described stringent protocols,Sleeve Gastrectomy after 12 weeks Cohort,Liquid Mixed Meal Test,500 Kcal,,,,,ACYLATED GHRELIN,Time,Pmol/L,,,,,,,,,,,,,,ACTIVE GLP-1,Time,Pmol/L,,,,,,,PYY 3-36,Time,Pmol/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,0,29.73,,,,,,,,,,,,,,,0,3.92,,,,,,,,0,20.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,15,28.98,,,,,,,,,,,,,,,15,19.50,,,,,,,,15,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,30,29.82,,,,,,,,,,,,,,,30,26.70,,,,,,,,30,42.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,60,30.90,,,,,,,,,,,,,,,60,16.00,,,,,,,,60,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,90,31.50,,,,,,,,,,,,,,,90,11.20,,,,,,,,90,47.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,120,30.90,,,,,,,,,,,,,,,120,6.39,,,,,,,,120,43.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
